X,Y=mx+b
0.0,2.0
0.015873015873015872,2.1005291005291005
0.031746031746031744,2.201058201058201
0.047619047619047616,2.3015873015873014
0.06349206349206349,2.4021164021164023
0.07936507936507936,2.502645502645503
0.09523809523809523,2.6031746031746033
0.1111111111111111,2.7037037037037037
0.12698412698412698,2.804232804232804
0.14285714285714285,2.9047619047619047
0.15873015873015872,3.0052910052910056
0.1746031746031746,3.105820105820106
0.19047619047619047,3.2063492063492065
0.20634920634920634,3.306878306878307
0.2222222222222222,3.4074074074074074
0.23809523809523808,3.507936507936508
0.25396825396825395,3.6084656084656084
0.2698412698412698,3.708994708994709
0.2857142857142857,3.8095238095238093
0.30158730158730157,3.9100529100529102
0.31746031746031744,4.010582010582011
0.3333333333333333,4.111111111111111
0.3492063492063492,4.211640211640212
0.36507936507936506,4.312169312169312
0.38095238095238093,4.412698412698413
0.3968253968253968,4.5132275132275135
0.4126984126984127,4.613756613756614
0.42857142857142855,4.714285714285714
0.4444444444444444,4.814814814814815
0.4603174603174603,4.915343915343915
0.47619047619047616,5.015873015873016
0.49206349206349204,5.116402116402117
0.5079365079365079,5.216931216931217
0.5238095238095237,5.317460317460317
0.5396825396825397,5.417989417989418
0.5555555555555556,5.518518518518519
0.5714285714285714,5.619047619047619
0.5873015873015872,5.71957671957672
0.6031746031746031,5.8201058201058204
0.6190476190476191,5.920634920634921
0.6349206349206349,6.021164021164021
0.6507936507936507,6.121693121693122
0.6666666666666666,6.222222222222222
0.6825396825396826,6.322751322751324
0.6984126984126984,6.423280423280423
0.7142857142857142,6.523809523809524
0.7301587301587301,6.624338624338624
0.746031746031746,6.7248677248677255
0.7619047619047619,6.825396825396826
0.7777777777777777,6.925925925925926
0.7936507936507936,7.026455026455027
0.8095238095238095,7.126984126984127
0.8253968253968254,7.227513227513228
0.8412698412698412,7.3280423280423275
0.8571428571428571,7.428571428571429
0.873015873015873,7.529100529100529
0.8888888888888888,7.62962962962963
0.9047619047619047,7.73015873015873
0.9206349206349206,7.830687830687831
0.9365079365079365,7.931216931216932
0.9523809523809523,8.031746031746032
0.9682539682539681,8.132275132275133
0.9841269841269841,8.232804232804234
1.0,8.333333333333334
