1d_exp_on_col_0,1d_none_on_col_1,1d_cumsum_on_col_1
1.0,0.0,0.0
1.0159996613842497,4.200129615753857,4.200129615753857
1.03225531193291,4.557529261558367,8.757658877312224
1.0487710473859297,0.7452113308808737,9.502870208193098
1.0655510290137098,-3.7489060148386697,5.753964193354428
1.082599484665568,-4.813121234750062,0.9408429586043665
1.0999207098349804,-1.4737758720545235,-0.532932913450157
1.1175190687418637,3.2139380484326923,2.6810051349825352
1.1353989954321755,4.961196033000862,7.642201167983397
1.1535649948951077,2.169418695587792,9.811619863571188
1.1720216441981532,-2.607176016897483,7.204443846673705
1.1907735936403354,-4.998445910004081,2.2059979366696236
1.209825567923887,-2.8166002903181138,-0.6106023536484901
1.229182367344677,1.9421739813734704,1.3315716277249803
1.2488488690016821,4.924038765061038,6.255610392786018
1.2688300280258125,3.4008636888546038,9.65647408164062
1.2891308788283935,-1.2337869884514614,8.42268709318916
1.3097565363696282,-4.739636730835657,3.6830503623535025
1.33071219744735,-3.9091574123401513,-0.22610704998664888
1.3520031420063985,0.4978392329790816,0.27173218299243274
1.3736347344689426,4.449359044057335,4.721091227049768
1.3956124250860895,4.330127018922202,9.05121824597197
1.4179417513111185,0.2492294283034999,9.30044767427547
1.4406283391946866,-4.0596900285792765,5.240757645696193
1.4636779048023556,-4.654368743221026,0.586388902475167
1.4870962556548015,-0.9907307159969964,-0.4043418135218294
1.510889292191064,3.5793342462985867,3.174992432776757
1.5350630092552098,4.874639560909119,8.049631993685876
1.5596234976067807,1.7101007166283635,9.759732710314239
1.5845769454554084,-3.019022051627372,6.740710658686867
1.6099296400199838,-4.986018985905902,1.7546916727809645
1.6356879691127706,-2.391269893106605,-0.6365782203256405
1.6618584227488662,2.3912698931065792,1.7546916727809387
1.6884475947814113,4.986018985905898,6.740710658686837
1.715462184562965,3.019022051627396,9.759732710314232
1.7429089986334578,-1.7101007166283522,8.04963199368588
1.770794952435155,-4.8746395609091175,3.1749924327767625
1.7991270720550558,-3.5793342462986084,-0.40434181352184595
1.8279124959951736,0.9907307159969846,0.5863889024751386
1.8571584769711353,4.654368743221029,5.240757645696167
1.8868723837395625,4.059690028579303,9.300447674275471
1.9170617029546875,-0.2492294283034345,9.051218245972036
1.9477340410546757,-4.3301270189221786,4.7210912270498575
1.9788971261781272,-4.449359044057348,0.27173218299250923
2.010558810111242,-0.4978392329791114,-0.2261070499866022
2.042727070266142,3.909157412340121,3.683050362353519
2.075410011690841,4.7396367308356675,8.422687093189186
2.108615869111376,1.2337869884514732,9.65647408164066
2.1423530090066136,-3.400863688854581,6.255610392786078
2.176629931716248,-4.924038765061047,1.3315716277250313
2.211455273582531,-1.9421739813734895,-0.6106023536484582
2.246837809126265,2.816600290318112,2.205997936669654
2.2827864532576143,4.998445910004082,7.204443846673736
2.3193102635222886,2.607176016897516,9.811619863571252
2.3564184423836605,-2.169418695587781,7.642201167983471
2.3941203395414004,-4.961196033000863,2.681005134982608
2.4324254542872077,-3.2139380484327287,-0.5329329134501206
2.4713434378982333,1.4737758720544654,0.9408429586043447
2.5108840960687924,4.813121234750049,5.753964193354394
2.551057391380991,3.7489060148386835,9.502870208193077
2.591873445814875,-0.7452113308808372,8.75765887731224
2.6333425432987405,-4.5575292615583445,4.200129615753895
2.6754751323002597,-4.200129615753875,2.042810365310288e-14
2.718281828459045,-1.224646799147353e-14,8.18163566162935e-15
