1d_exp_on_col_0,1d_none_on_col_1,1d_cumsum_on_col_1
1.0,3.3666666666666667,3.3666666666666667
1.0159996613842497,2.4100850591743805,5.776751725841047
1.03225531193291,0.08393332885150916,5.8606850546925555
1.0487710473859297,-2.289914883828778,3.5707701708637773
1.0655510290137098,-3.362481634770373,0.20828853609340436
1.082599484665568,-2.524263383324697,-2.3159748472312924
1.0999207098349804,-0.2515913150742873,-2.56756616230558
1.1175190687418637,2.164051619278037,-0.40351454302754286
1.1353989954321755,3.349936943730185,2.9464224007026423
1.1535649948951077,2.6321659909757047,5.5785883916783465
1.1720216441981532,0.4186238056465209,5.997212197324868
1.1907735936403354,-2.0328081814291137,3.964404015895754
1.209825567923887,-3.3290637816246003,0.6353402342711538
1.229182367344677,-2.7335246192433846,-2.098184384972231
1.2488488690016821,-0.5846155314786482,-2.682799916450879
1.2688300280258125,1.8965108621475384,-0.7862890543033405
1.2891308788283935,3.299914042423433,2.5136249881200925
1.3097565363696282,2.8280872746075962,5.341712262727689
1.33071219744735,0.74915381098626,6.090866073713949
1.3520031420063985,-1.7554985180443254,4.335367555669624
1.3736347344689426,-3.262560196971233,1.072807358698391
1.3956124250860895,-2.9156188594076182,-1.8428115007092272
1.4179417513111185,-0.9118295760814472,-2.7546410767906746
1.4406283391946866,1.6101217280251143,-1.1445193487655603
1.4636779048023556,3.2170951128133427,2.0725757640477824
1.4870962556548015,2.9959017563319503,5.068477520379733
1.510889292191064,1.0722383891806628,6.140715909560395
1.5350630092552098,-1.4607419216957933,4.679973987864602
1.5596234976067807,-3.1636318233125587,1.5163421645520434
1.5845769454554084,-3.0687363694493026,-1.5523942048972592
1.6099296400199838,-1.2299814487001954,-2.7823756535974544
1.6356879691127706,1.3077304807914802,-1.4746451728059742
1.6618584227488662,3.1023032466303744,1.6276580738244002
1.6884475947814113,3.133941620435493,4.761599694259893
1.715462184562965,1.38466658053972,6.146266274799613
1.7429089986334578,-1.1514678158630975,4.994798458936516
1.770794952435155,-3.0332618552714767,1.961536603665039
1.7991270720550558,-3.1913553987626804,-1.2298187950976414
1.8279124959951736,-1.5359092130889829,-2.765728008186624
1.8571584769711353,0.9923424205167172,-1.7733855876699067
1.8868723837395625,2.956679297013104,1.1832937093431974
1.9170617029546875,3.240834964731712,4.424128674074909
1.9477340410546757,1.6833333333333402,6.10746200740825
1.9788971261781272,-0.8307499055573272,5.276712101850923
2.010558810111242,-2.8727459681615883,2.4039661336893348
2.042727070266142,-3.2822573043454755,-0.8782911706561407
2.075410011690841,-1.8265724216813928,-2.7048635923375333
2.108615869111376,0.6670920154379761,-2.0377715768995572
2.1423530090066136,2.7816705401971795,0.7438989632976223
2.176629931716248,3.3155194351411037,4.059418398438726
2.211455273582531,1.9652703631904629,6.024688761629189
2.246837809126265,-0.5017756294597905,5.522913132169399
2.2827864532576143,-2.683679440983835,2.839233691185564
2.3193102635222886,-3.340538662220581,-0.501304971035017
2.3564184423836605,-2.0990823329244077,-2.6003873039594247
2.3941203395414004,0.33521175020591826,-2.2651755537535063
2.4324254542872077,2.5790162918338897,0.3138407380803834
2.4713434378982333,3.357252783843308,3.6710935219236913
2.5108840960687924,2.227675653242766,5.898769175166457
2.551057391380991,-0.1678144817243482,5.730954693442109
2.591873445814875,-2.467941301827077,3.263013391615032
2.6333425432987405,-3.365620246069416,-0.10260685445438389
2.6754751323002597,-2.3507306208897853,-2.4533374753441692
2.718281828459045,0.0,-2.4533374753441692
