1d_exp_on_col_0,1d_none_on_col_1,1d_cumsum_on_col_1
1.0,1.0,1.0
1.0159996613842497,1.1005291005291005,2.1005291005291005
1.03225531193291,1.2010582010582012,3.3015873015873014
1.0487710473859297,1.3015873015873016,4.603174603174603
1.0655510290137098,1.402116402116402,6.005291005291005
1.082599484665568,1.5026455026455028,7.507936507936508
1.0999207098349804,1.6031746031746033,9.11111111111111
1.1175190687418637,1.7037037037037035,10.814814814814815
1.1353989954321755,1.804232804232804,12.619047619047619
1.1535649948951077,1.9047619047619049,14.523809523809524
1.1720216441981532,2.0052910052910056,16.52910052910053
1.1907735936403354,2.105820105820106,18.634920634920633
1.209825567923887,2.2063492063492065,20.84126984126984
1.229182367344677,2.3068783068783065,23.148148148148145
1.2488488690016821,2.4074074074074074,25.555555555555554
1.2688300280258125,2.5079365079365084,28.063492063492063
1.2891308788283935,2.6084656084656084,30.67195767195767
1.3097565363696282,2.7089947089947093,33.38095238095238
1.33071219744735,2.8095238095238093,36.19047619047619
1.3520031420063985,2.9100529100529102,39.1005291005291
1.3736347344689426,3.0105820105820107,42.111111111111114
1.3956124250860895,3.111111111111111,45.22222222222223
1.4179417513111185,3.211640211640212,48.433862433862444
1.4406283391946866,3.312169312169312,51.746031746031754
1.4636779048023556,3.412698412698413,55.158730158730165
1.4870962556548015,3.513227513227513,58.67195767195768
1.510889292191064,3.613756613756614,62.28571428571429
1.5350630092552098,3.7142857142857135,66.0
1.5596234976067807,3.814814814814815,69.81481481481481
1.5845769454554084,3.9153439153439153,73.73015873015872
1.6099296400199838,4.015873015873016,77.74603174603173
1.6356879691127706,4.116402116402116,81.86243386243385
1.6618584227488662,4.216931216931217,86.07936507936506
1.6884475947814113,4.317460317460317,90.39682539682538
1.715462184562965,4.417989417989418,94.8148148148148
1.7429089986334578,4.518518518518519,99.33333333333331
1.770794952435155,4.6190476190476195,103.95238095238093
1.7991270720550558,4.71957671957672,108.67195767195766
1.8279124959951736,4.8201058201058204,113.49206349206348
1.8571584769711353,4.920634920634921,118.4126984126984
1.8868723837395625,5.021164021164021,123.43386243386243
1.9170617029546875,5.121693121693122,128.55555555555554
1.9477340410546757,5.222222222222221,133.77777777777777
1.9788971261781272,5.322751322751325,139.1005291005291
2.010558810111242,5.423280423280422,144.52380952380952
2.042727070266142,5.523809523809524,150.04761904761904
2.075410011690841,5.624338624338624,155.67195767195767
2.108615869111376,5.7248677248677255,161.3968253968254
2.1423530090066136,5.825396825396826,167.22222222222223
2.176629931716248,5.925925925925926,173.14814814814815
2.211455273582531,6.026455026455027,179.1746031746032
2.246837809126265,6.126984126984127,185.30158730158732
2.2827864532576143,6.227513227513228,191.52910052910056
2.3193102635222886,6.328042328042328,197.8571428571429
2.3564184423836605,6.428571428571429,204.2857142857143
2.3941203395414004,6.5291005291005275,210.81481481481484
2.4324254542872077,6.62962962962963,217.44444444444446
2.4713434378982333,6.730158730158731,224.1746031746032
2.5108840960687924,6.830687830687832,231.005291005291
2.551057391380991,6.931216931216933,237.93650793650795
2.591873445814875,7.0317460317460325,244.96825396825398
2.6333425432987405,7.132275132275133,252.10052910052912
2.6754751323002597,7.2328042328042335,259.33333333333337
2.718281828459045,7.333333333333334,266.6666666666667
