1d_exp_on_col_0,1d_none_on_col_1,1d_cumsum_on_col_1
1.0,0.6666666666666665,0.6666666666666665
1.0159996613842497,0.7671957671957671,1.4338624338624335
1.03225531193291,0.8677248677248676,2.301587301587301
1.0487710473859297,0.968253968253968,3.269841269841269
1.0655510290137098,1.0687830687830686,4.338624338624338
1.082599484665568,1.1693121693121693,5.507936507936507
1.0999207098349804,1.2698412698412698,6.777777777777777
1.1175190687418637,1.3703703703703702,8.148148148148147
1.1353989954321755,1.4708994708994707,9.619047619047617
1.1535649948951077,1.5714285714285712,11.190476190476188
1.1720216441981532,1.671957671957672,12.86243386243386
1.1907735936403354,1.7724867724867723,14.634920634920633
1.209825567923887,1.8730158730158732,16.507936507936506
1.229182367344677,1.9735449735449733,18.48148148148148
1.2488488690016821,2.074074074074074,20.555555555555554
1.2688300280258125,2.1746031746031744,22.730158730158728
1.2891308788283935,2.275132275132276,25.005291005291003
1.3097565363696282,2.3756613756613763,27.38095238095238
1.33071219744735,2.4761904761904763,29.857142857142854
1.3520031420063985,2.5767195767195767,32.43386243386243
1.3736347344689426,2.6772486772486768,35.11111111111111
1.3956124250860895,2.7777777777777777,37.888888888888886
1.4179417513111185,2.878306878306878,40.767195767195766
1.4406283391946866,2.9788359788359786,43.74603174603175
1.4636779048023556,3.0793650793650795,46.82539682539683
1.4870962556548015,3.1798941798941804,50.005291005291014
1.510889292191064,3.2804232804232805,53.28571428571429
1.5350630092552098,3.3809523809523814,56.66666666666667
1.5596234976067807,3.4814814814814814,60.14814814814815
1.5845769454554084,3.5820105820105823,63.730158730158735
1.6099296400199838,3.6825396825396814,67.41269841269842
1.6356879691127706,3.7830687830687832,71.1957671957672
1.6618584227488662,3.883597883597884,75.07936507936509
1.6884475947814113,3.984126984126984,79.06349206349208
1.715462184562965,4.084656084656085,83.14814814814817
1.7429089986334578,4.185185185185185,87.33333333333336
1.770794952435155,4.285714285714286,91.61904761904765
1.7991270720550558,4.386243386243386,96.00529100529104
1.8279124959951736,4.486772486772487,100.49206349206352
1.8571584769711353,4.587301587301587,105.0793650793651
1.8868723837395625,4.687830687830688,109.76719576719579
1.9170617029546875,4.788359788359788,114.55555555555557
1.9477340410546757,4.888888888888889,119.44444444444446
1.9788971261781272,4.989417989417991,124.43386243386244
2.010558810111242,5.089947089947089,129.52380952380955
2.042727070266142,5.190476190476191,134.71428571428575
2.075410011690841,5.291005291005291,140.00529100529104
2.108615869111376,5.3915343915343925,145.39682539682542
2.1423530090066136,5.492063492063493,150.8888888888889
2.176629931716248,5.592592592592593,156.4814814814815
2.211455273582531,5.693121693121692,162.1746031746032
2.246837809126265,5.793650793650794,167.96825396825398
2.2827864532576143,5.894179894179894,173.86243386243387
2.3193102635222886,5.9947089947089935,179.85714285714286
2.3564184423836605,6.095238095238094,185.95238095238096
2.3941203395414004,6.195767195767196,192.14814814814815
2.4324254542872077,6.296296296296296,198.44444444444446
2.4713434378982333,6.396825396825397,204.84126984126985
2.5108840960687924,6.497354497354497,211.33862433862436
2.551057391380991,6.597883597883597,217.93650793650795
2.591873445814875,6.698412698412698,224.63492063492066
2.6333425432987405,6.798941798941799,231.43386243386246
2.6754751323002597,6.8994708994709,238.33333333333337
2.718281828459045,7.0,245.33333333333337
