1d_exp_on_col_0,1d_none_on_col_1,1d_cumsum_on_col_1
1.0,0.6666666666666665,0.6666666666666665
1.0159996613842497,0.8059964726631392,1.4726631393298057
1.03225531193291,0.9453262786596118,2.4179894179894177
1.0487710473859297,1.0846560846560849,3.5026455026455023
1.0655510290137098,1.2239858906525571,4.726631393298059
1.082599484665568,1.36331569664903,6.089947089947089
1.0999207098349804,1.5026455026455026,7.592592592592592
1.1175190687418637,1.6419753086419753,9.234567901234566
1.1353989954321755,1.7813051146384478,11.015873015873014
1.1535649948951077,1.9206349206349205,12.936507936507935
1.1720216441981532,2.059964726631393,14.996472663139329
1.1907735936403354,2.1992945326278655,17.195767195767196
1.209825567923887,2.3386243386243386,19.534391534391535
1.229182367344677,2.477954144620811,22.012345679012345
1.2488488690016821,2.617283950617284,24.62962962962963
1.2688300280258125,2.7566137566137567,27.386243386243386
1.2891308788283935,2.8959435626102286,30.282186948853614
1.3097565363696282,3.0352733686067017,33.317460317460316
1.33071219744735,3.1746031746031744,36.492063492063494
1.3520031420063985,3.313932980599647,39.80599647266314
1.3736347344689426,3.45326278659612,43.25925925925926
1.3956124250860895,3.592592592592593,46.851851851851855
1.4179417513111185,3.731922398589065,50.58377425044092
1.4406283391946866,3.871252204585538,54.455026455026456
1.4636779048023556,4.010582010582011,58.46560846560847
1.4870962556548015,4.149911816578483,62.61552028218695
1.510889292191064,4.289241622574956,66.9047619047619
1.5350630092552098,4.428571428571429,71.33333333333333
1.5596234976067807,4.567901234567901,75.90123456790123
1.5845769454554084,4.707231040564373,80.6084656084656
1.6099296400199838,4.846560846560847,85.45502645502644
1.6356879691127706,4.985890652557321,90.44091710758376
1.6618584227488662,5.125220458553791,95.56613756613754
1.6884475947814113,5.264550264550264,100.83068783068781
1.715462184562965,5.4038800705467365,106.23456790123454
1.7429089986334578,5.5432098765432105,111.77777777777776
1.770794952435155,5.682539682539683,117.46031746031744
1.7991270720550558,5.821869488536155,123.28218694885359
1.8279124959951736,5.961199294532628,129.24338624338623
1.8571584769711353,6.100529100529102,135.34391534391534
1.8868723837395625,6.239858906525573,141.5837742504409
1.9170617029546875,6.379188712522045,147.96296296296296
1.9477340410546757,6.518518518518518,154.48148148148147
1.9788971261781272,6.657848324514992,161.13932980599645
2.010558810111242,6.797178130511464,167.93650793650792
2.042727070266142,6.936507936507938,174.87301587301587
2.075410011690841,7.075837742504411,181.94885361552028
2.108615869111376,7.215167548500882,189.16402116402116
2.1423530090066136,7.354497354497354,196.51851851851853
2.176629931716248,7.493827160493827,204.01234567901236
2.211455273582531,7.633156966490301,211.64550264550266
2.246837809126265,7.772486772486774,219.41798941798945
2.2827864532576143,7.911816578483245,227.3298059964727
2.3193102635222886,8.051146384479718,235.3809523809524
2.3564184423836605,8.19047619047619,243.5714285714286
2.3941203395414004,8.329805996472663,251.90123456790127
2.4324254542872077,8.469135802469136,260.3703703703704
2.4713434378982333,8.608465608465607,268.978835978836
2.5108840960687924,8.74779541446208,277.7266313932981
2.551057391380991,8.887125220458556,286.6137566137566
2.591873445814875,9.026455026455027,295.64021164021165
2.6333425432987405,9.165784832451498,304.80599647266314
2.6754751323002597,9.305114638447973,314.1111111111111
2.718281828459045,9.444444444444443,323.55555555555554
