1d_exp_on_col_0,1d_none_on_col_1,1d_cumsum_on_col_1
1.0,1.6666666666666663,1.6666666666666663
1.0159996613842497,1.7089947089947088,3.375661375661375
1.03225531193291,1.7513227513227512,5.1269841269841265
1.0487710473859297,1.7936507936507935,6.92063492063492
1.0655510290137098,1.835978835978836,8.756613756613756
1.082599484665568,1.878306878306878,10.634920634920634
1.0999207098349804,1.9206349206349205,12.555555555555555
1.1175190687418637,1.9629629629629628,14.518518518518519
1.1353989954321755,2.0052910052910047,16.523809523809526
1.1535649948951077,2.0476190476190474,18.571428571428573
1.1720216441981532,2.0899470899470898,20.66137566137566
1.1907735936403354,2.132275132275132,22.793650793650794
1.209825567923887,2.1746031746031744,24.96825396825397
1.229182367344677,2.2169312169312168,27.185185185185183
1.2488488690016821,2.2592592592592595,29.444444444444443
1.2688300280258125,2.3015873015873014,31.746031746031743
1.2891308788283935,2.343915343915344,34.08994708994709
1.3097565363696282,2.3862433862433856,36.476190476190474
1.33071219744735,2.4285714285714284,38.904761904761905
1.3520031420063985,2.4708994708994707,41.37566137566137
1.3736347344689426,2.513227513227513,43.888888888888886
1.3956124250860895,2.555555555555556,46.44444444444444
1.4179417513111185,2.5978835978835977,49.04232804232804
1.4406283391946866,2.64021164021164,51.68253968253968
1.4636779048023556,2.682539682539683,54.36507936507936
1.4870962556548015,2.7248677248677247,57.08994708994709
1.510889292191064,2.7671957671957674,59.857142857142854
1.5350630092552098,2.8095238095238093,62.666666666666664
1.5596234976067807,2.851851851851852,65.51851851851852
1.5845769454554084,2.8941798941798935,68.41269841269842
1.6099296400199838,2.9365079365079367,71.34920634920636
1.6356879691127706,2.9788359788359786,74.32804232804233
1.6618584227488662,3.0211640211640214,77.34920634920636
1.6884475947814113,3.0634920634920637,80.41269841269842
1.715462184562965,3.1058201058201065,83.51851851851852
1.7429089986334578,3.148148148148148,86.66666666666667
1.770794952435155,3.1904761904761907,89.85714285714286
1.7991270720550558,3.232804232804233,93.08994708994709
1.8279124959951736,3.275132275132276,96.36507936507937
1.8571584769711353,3.317460317460317,99.68253968253968
1.8868723837395625,3.35978835978836,103.04232804232804
1.9170617029546875,3.402116402116402,106.44444444444444
1.9477340410546757,3.4444444444444446,109.88888888888889
1.9788971261781272,3.4867724867724865,113.37566137566137
2.010558810111242,3.5291005291005293,116.9047619047619
2.042727070266142,3.571428571428571,120.47619047619047
2.075410011690841,3.613756613756614,124.08994708994709
2.108615869111376,3.656084656084656,127.74603174603175
2.1423530090066136,3.6984126984126986,131.44444444444446
2.176629931716248,3.740740740740741,135.1851851851852
2.211455273582531,3.7830687830687832,138.96825396825398
2.246837809126265,3.8253968253968256,142.7936507936508
2.2827864532576143,3.867724867724868,146.66137566137567
2.3193102635222886,3.9100529100529107,150.57142857142858
2.3564184423836605,3.952380952380953,154.52380952380955
2.3941203395414004,3.9947089947089953,158.51851851851853
2.4324254542872077,4.037037037037037,162.55555555555557
2.4713434378982333,4.079365079365079,166.63492063492066
2.5108840960687924,4.121693121693122,170.75661375661377
2.551057391380991,4.164021164021165,174.92063492063494
2.591873445814875,4.206349206349207,179.12698412698415
2.6333425432987405,4.2486772486772475,183.3756613756614
2.6754751323002597,4.291005291005291,187.66666666666669
2.718281828459045,4.333333333333334,192.00000000000003
