X,y=sin_x
0.0,-1.275000000000001
0.00392156862745098,-1.4085306810492912
0.00784313725490196,-1.536718322767104
0.011764705882352941,-1.6590766655208173
0.01568627450980392,-1.7751415622054632
0.0196078431372549,-1.8844727389126816
0.023529411764705882,-1.9866554650404602
0.027450980392156862,-2.0813021265083655
0.03137254901960784,-2.168053696110517
0.03529411764705882,-2.2465810954287515
0.0392156862745098,-2.3165864431397862
0.043137254901960784,-2.377804184981108
0.047058823529411764,-2.4300021010892494
0.050980392156862744,-2.4729821868892743
0.054901960784313725,-2.50658140419395
0.058823529411764705,-2.5306722996634363
0.06274509803921569,-2.5451634882794627
0.06666666666666667,-2.5500000000000003
0.07058823529411765,-2.5451634882794627
0.07450980392156863,-2.5306722996634363
0.0784313725490196,-2.50658140419395
0.08235294117647059,-2.4729821868892743
0.08627450980392157,-2.4300021010892494
0.09019607843137255,-2.3778041849811076
0.09411764705882353,-2.3165864431397853
0.09803921568627451,-2.24658109542875
0.10196078431372549,-2.168053696110516
0.10588235294117647,-2.081302126508365
0.10980392156862745,-1.9866554650404595
0.11372549019607843,-1.8844727389126805
0.11764705882352941,-1.775141562205463
0.12156862745098039,-1.6590766655208173
0.12549019607843137,-1.5367183227671035
0.12941176470588234,-1.4085306810492901
0.13333333333333333,-1.2749999999999997
0.13725490196078433,-1.136632807230172
0.1411764705882353,-0.9939539768963321
0.14509803921568626,-0.8475047386731324
0.14901960784313725,-0.697840624683811
0.15294117647058825,-0.5455293621765677
0.1568627450980392,-0.3911487199406474
0.16078431372549018,-0.23528431663142038
0.16470588235294117,-0.07852739931823413
0.16862745098039217,0.07852739931823524
0.17254901960784313,0.23528431663142038
0.1764705882352941,0.3911487199406474
0.1803921568627451,0.5455293621765688
0.1843137254901961,0.6978406246838121
0.18823529411764706,0.8475047386731324
0.19215686274509802,0.9939539768963321
0.19607843137254902,1.1366328072301728
0.2,1.2750000000000008
0.20392156862745098,1.4085306810492901
0.20784313725490194,1.5367183227671035
0.21176470588235294,1.6590766655208178
0.21568627450980393,1.7751415622054634
0.2196078431372549,1.8844727389126812
0.22352941176470587,1.9866554650404595
0.22745098039215686,2.0813021265083655
0.23137254901960785,2.1680536961105163
0.23529411764705882,2.2465810954287506
0.2392156862745098,2.3165864431397853
0.24313725490196078,2.3778041849811076
0.24705882352941178,2.4300021010892494
0.25098039215686274,2.4729821868892743
0.2549019607843137,2.50658140419395
0.2588235294117647,2.5306722996634363
0.2627450980392157,2.5451634882794627
0.26666666666666666,2.5500000000000003
0.27058823529411763,2.5451634882794627
0.27450980392156865,2.5306722996634363
0.2784313725490196,2.5065814041939496
0.2823529411764706,2.4729821868892743
0.28627450980392155,2.4300021010892494
0.2901960784313725,2.377804184981108
