X,y=sin_x
0.0,0.0
0.00392156862745098,0.15732353923582965
0.00784313725490196,0.30997841858116565
0.011764705882352941,0.45343452311646393
0.01568627450980392,0.5834347164682129
0.0196078431372549,0.6961211736001482
0.023529411764705882,0.7881498638276747
0.027450980392156862,0.8567897867110181
0.03137254901960784,0.9000040159490755
0.03529411764705882,0.916510146253215
0.0392156862745098,0.9058183494078211
0.043137254901960784,0.8682459101837036
0.047058823529411764,0.8049078107433899
0.050980392156862744,0.7176836429510944
0.054901960784313725,0.6091618304822034
0.058823529411764705,0.4825628159709098
0.06274509803921569,0.3416434926583382
0.06666666666666667,0.19058571658294604
0.07058823529411765,0.03387220777338284
0.07450980392156863,-0.1238464768579435
0.0784313725490196,-0.27788995127028976
0.08235294117647059,-0.423686893245287
0.08627450980392157,-0.5569107008105821
0.09019607843137255,-0.6736078864597277
0.09411764705882353,-0.7703153990014016
0.09803921568627451,-0.8441633914495409
0.10196078431372549,-0.8929603852624676
0.10588235294117647,-0.9152583036368145
0.10980392156862745,-0.9103954439585833
0.11372549019607843,-0.8785161141809456
0.11764705882352941,-0.8205663504088074
0.12156862745098039,-0.7382658427730967
0.12549019607843137,-0.634056902709423
0.12941176470588234,-0.5110319860643127
0.13333333333333333,-0.37284192281948353
0.13725490196078433,-0.223587576766012
0.1411764705882353,-0.06769815018530116
0.14509803921568626,0.090200255089672
0.14901960784313725,0.24542191971226218
0.15294117647058825,0.39336055804155845
0.1568627450980392,0.52962601212423
0.16078431372549018,0.6501745319720319
0.16470588235294117,0.7514287759982858
0.16862745098039217,0.8303839705364199
0.17254901960784313,0.8846970781002649
0.1764705882352941,0.9127563282704483
0.1803921568627451,0.9137290478407659
0.1843137254901961,0.8875863708394457
0.18823529411764706,0.8351040951422479
0.19215686274509802,0.7578396602569505
0.19607843137254902,0.6580859294757384
0.2,0.5388031479347672
0.20392156862745098,0.4035310957617391
0.20784313725490194,0.25628404321368303
0.21176470588235294,0.10143162506720917
0.21568627450980393,-0.05643083062278044
0.2196078431372549,-0.21261867133273904
0.22352941176470587,-0.3624969396313294
0.22745098039215686,-0.5016179180119351
0.23137254901960785,-0.6258531172805862
0.23529411764705882,-0.7315157916735522
0.2392156862745098,-0.8154703450031497
0.24313725490196078,-0.8752253811460906
0.24705882352941178,-0.9090076375515144
0.25098039215686274,-0.9158146077524523
0.2549019607843137,-0.8954442912796344
0.2588235294117647,-0.8485011881330942
0.2627450980392157,-0.7763783599224279
0.26666666666666666,-0.6812160900209446
0.27058823529411763,-0.5658383695156438
0.27450980392156865,-0.4336690937663419
0.2784313725490196,-0.2886304564857152
0.2823529411764706,-0.13502655655008447
0.28627450980392155,0.022584328429099628
0.2901960784313725,0.17952501142323546
0.29411764705882354,0.3311381940048904
0.2980392156862745,0.47292467416127165
0.30196078431372547,0.600676862512332
0.3058823529411765,0.710603644768536
0.30980392156862746,0.79944288506831
0.3137254901960784,0.864558231598671
0.3176470588235294,0.904017351740619
0.32156862745098036,0.9166492750696663
0.3254901960784314,0.9020791425273874
0.32941176470588235,0.8607393305638021
0.3333333333333333,0.7938566201357361
0.33725490196078434,0.7034157913279723
0.3411764705882353,0.592100723946222
0.34509803921568627,0.46321475195320305
0.34901960784313724,0.32058263527240727
0.3529411764705882,0.16843705799852451
0.3568627450980392,0.011293021240635767
0.3607843137254902,-0.14618614194248145
0.36470588235294116,-0.29932715343674327
0.3686274509803922,-0.44358547209194293
0.37254901960784315,-0.5746801554029305
0.3764705882352941,-0.6887208987604665
0.3803921568627451,-0.7823234823142888
