X,y=sin_x
0.0,0.09238795325112867
0.015873015873015872,0.09976502379123289
0.031746031746031744,0.09675203523431963
0.047619047619047616,0.08366277620064198
0.06349206349206349,0.06186043159937881
0.07936507936507936,0.033615613316863094
0.09523809523809523,0.001869886643090244
0.1111111111111111,-0.030070579950427292
0.12698412698412698,-0.058879336743320444
0.14285714285714285,-0.081556086895926
0.15873015873015872,-0.09573915328674182
0.1746031746031746,-0.09995143610285277
0.19047619047619047,-0.09375424585439994
0.20634920634920634,-0.07779299082647151
0.2222222222222222,-0.0537299608346824
0.23809523809523808,-0.024071207540897328
0.25396825396825395,0.008094449068120301
0.2698412698412698,0.0394171067885539
0.2857142857142857,0.06663465779520038
0.30158730158730157,0.08691252186456463
0.31746031746031744,0.09813885460433876
0.3333333333333333,0.09914448613738105
0.3492063492063492,0.08982468465828444
0.36507936507936506,0.07115006375947304
0.38095238095238093,0.04506549757999456
0.3968253968253968,0.01428757128993804
0.4126984126984127,-0.017978338507905218
0.42857142857142855,-0.04837188871052397
0.4444444444444444,-0.07372773368101239
0.4603174603174603,-0.09140518114379428
0.47619047619047616,-0.09956320789411338
0.49206349206349204,-0.09735219372611234
0.5079365079365079,-0.08500240539057097
0.5238095238095237,-0.063800015393301
0.5396825396825397,-0.03595315316381681
0.5555555555555556,-0.0043619387365335304
0.5714285714285714,0.027683551142484872
0.5873015873015872,0.05684592907048913
0.6031746031746031,0.08008807022590281
0.6190476190476191,0.09498941466728461
0.6349206349206349,0.09999805729315382
0.6507936507936507,0.09459237147625169
0.6666666666666666,0.07933533402912353
0.6825396825396826,0.05581589381076838
0.6984126984126984,0.026483490158852836
0.7142857142857142,-0.005607044723719098
0.7301587301587301,-0.03711363220844376
0.746031746031746,-0.06475500904822705
0.7619047619047619,-0.08565245554778517
0.7777777777777777,-0.09762960071199332
0.7936507936507936,-0.099439081072768
0.8095238095238095,-0.09089244774122103
0.8253968253968254,-0.07287979247517284
0.8412698412698412,-0.04727704879918282
0.8571428571428571,-0.016750622330473735
0.873015873015873,0.01552030285443528
0.8888888888888888,0.04617486132350338
0.9047619047619047,0.07202052465361254
0.9206349206349206,0.09036558828542363
0.9365079365079365,0.09929949992285397
0.9523809523809523,0.09789183458976486
0.9682539682539681,0.0862891940253614
0.9841269841269841,0.06569993880095802
1.0,0.03826834323650891
