X,Y=mx+b
0.0,2.0
0.00392156862745098,2.0104575163398692
0.00784313725490196,2.0209150326797385
0.011764705882352941,2.0313725490196077
0.01568627450980392,2.041830065359477
0.0196078431372549,2.052287581699346
0.023529411764705882,2.062745098039216
0.027450980392156862,2.073202614379085
0.03137254901960784,2.0836601307189544
0.03529411764705882,2.0941176470588236
0.0392156862745098,2.104575163398693
0.043137254901960784,2.115032679738562
0.047058823529411764,2.1254901960784314
0.050980392156862744,2.1359477124183006
0.054901960784313725,2.14640522875817
0.058823529411764705,2.156862745098039
0.06274509803921569,2.1673202614379083
0.06666666666666667,2.1777777777777776
0.07058823529411765,2.1882352941176473
0.07450980392156863,2.1986928104575165
0.0784313725490196,2.2091503267973858
0.08235294117647059,2.219607843137255
0.08627450980392157,2.2300653594771243
0.09019607843137255,2.2405228758169935
0.09411764705882353,2.2509803921568627
0.09803921568627451,2.261437908496732
0.10196078431372549,2.2718954248366012
0.10588235294117647,2.2823529411764705
0.10980392156862745,2.2928104575163397
0.11372549019607843,2.303267973856209
0.11764705882352941,2.3137254901960786
0.12156862745098039,2.324183006535948
0.12549019607843137,2.334640522875817
0.12941176470588234,2.3450980392156864
0.13333333333333333,2.3555555555555556
0.13725490196078433,2.366013071895425
0.1411764705882353,2.376470588235294
0.14509803921568626,2.3869281045751634
0.14901960784313725,2.3973856209150326
0.15294117647058825,2.407843137254902
0.1568627450980392,2.4183006535947715
0.16078431372549018,2.4287581699346408
0.16470588235294117,2.43921568627451
0.16862745098039217,2.4496732026143793
0.17254901960784313,2.4601307189542485
0.1764705882352941,2.4705882352941178
0.1803921568627451,2.481045751633987
0.1843137254901961,2.4915032679738562
0.18823529411764706,2.5019607843137255
0.19215686274509802,2.5124183006535947
0.19607843137254902,2.522875816993464
0.2,2.533333333333333
0.20392156862745098,2.5437908496732025
0.20784313725490194,2.5542483660130717
0.21176470588235294,2.5647058823529414
0.21568627450980393,2.5751633986928106
0.2196078431372549,2.58562091503268
0.22352941176470587,2.596078431372549
0.22745098039215686,2.6065359477124184
0.23137254901960785,2.6169934640522876
0.23529411764705882,2.627450980392157
0.2392156862745098,2.637908496732026
0.24313725490196078,2.6483660130718953
